,ADHD,ADHD,ADHD,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7825177422903741,0.12478960165767777,55.65217391304348,0.08526817396268746,68.75,1.1199031927471208,0.128972140972242,48.67724867724868,1.595066457996849,0.08596025341211479,75.0,0.5943070834881929
1,0.6594438809275329,0.13604211887897005,55.65217391304348,0.07850279624776978,67.1875,0.7237823403700404,0.10691443141119306,49.2063492063492,0.6142870983270005,0.08995674007084374,75.0,0.6677534762563886
2,0.19162924530816322,0.13010121182146658,55.65217391304348,0.09837342034191772,64.0625,0.2280962823206449,0.14307262655000455,46.56084656084656,2.151432170142333,0.08775710591120162,75.0,0.3441576274295877
3,0.7236904660697882,0.12040888548218417,57.391304347826086,0.15188861790660968,47.65625,0.1531856764018255,0.1369777007433286,55.026455026455025,0.9720058416610601,0.09106330535575463,75.0,0.4058921913433842
4,1.2940409528068724,0.11360503963694527,53.04347826086957,0.10377999962445981,53.125,0.30958972922802497,0.10670082379109477,56.08465608465608,0.4100404984613225,0.08017133440444688,59.375,0.5411361339519645
5,0.4194525078976638,0.11110956350324305,53.04347826086957,0.09590353598885254,61.71875,0.8309080011264317,0.11941851916510715,56.613756613756614,0.4053740676173443,0.23191237675124518,75.0,0.25224564214441575
6,0.6862871826513214,0.09421216715296685,54.78260869565217,0.06746405759558316,69.53125,0.2483997294339343,0.09658934031942301,58.201058201058196,0.13764947312667322,0.07791210542896684,71.875,2.7265692063271394
7,0.6512652445879954,0.11225339120998754,52.17391304347826,0.10156284032198082,57.8125,0.12207832353129804,0.10535070518063505,60.84656084656085,0.3792644403768733,0.3891430260306947,25.0,0.3386638616871319
8,0.5425515318625006,0.12583931919896435,58.26086956521739,0.07507861547654528,70.3125,0.5773297890980919,0.11198159491714045,55.55555555555556,0.37361226298195316,0.25953515986908454,25.0,0.47920176485264554
9,0.6253423188628616,0.10560506215056298,50.43478260869565,0.10094564552458181,62.5,0.36197949822152853,0.10243668654337405,58.730158730158735,0.7508296575784128,0.0749484494851395,68.75,0.3494009378750752
10,1.1673845903432547,0.1709703753723826,54.78260869565217,0.17943643274083812,48.4375,0.9174033888243692,0.17199330547705166,55.026455026455025,2.9631133026423475,0.2274002819830474,75.0,0.0035938296416293614
11,0.3609238248489196,0.25442119017605647,56.52173913043478,0.11999536762790233,68.75,0.3527916813953262,0.23589973564933267,47.61904761904761,1.0811820636447471,0.11961236531167256,59.375,0.3903038114537084
