,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6629297738497089,0.71245374309131,42.857142857142854,0.4761904761904762,0.0,0.0,0.0,0.6388283258817851,64.84375,0.7033854166666667,0.4454861134290695,0.6875000037252903,0.361458339728415,0.6004085526859019,0.642125787207395,68.75,0.3625,0.0,0.0,0.0,0.7066449676515262,0.6767542498280823,66.66666666666666,0.7361111111111112,0.5,0.47777777910232544,0.5277777711550394,0.6757646105666003,0.8635282230608036,22.22222222222222,0.25,0.0,0.0,0.0,0.853212330396667,0.7342189374452255,53.84615384615385,0.59375,0.0,0.0,0.0,0.7009005071160859,0.6928100257229034,64.28571428571429,0.5777777777777777,0.25,0.5,0.1666666716337204,0.6876381316847816,0.7576088992923096,10.0,0.25,0.0,0.0,0.0,0.783481368791413,0.6926666121559256,62.5,0.4666666666666667,0.0,0.0,0.0,0.6928075964540853,0.6688609298076489,64.65517241379311,0.45253968253968246,0.0,0.0,0.0,0.6982711164365332
1,0.6874919145194838,0.6918227107020739,57.14285714285714,0.40853174603174597,0.7080031236012777,0.5625,1.0,0.652179922901412,61.71875,0.7740699404761905,0.3492559529840946,0.6875,0.24404762126505375,0.638106571775203,0.6090852132456631,68.75,0.5757440476190476,0.0833333358168602,0.125,0.0625,0.6916244140928015,0.6417729737100486,72.22222222222221,0.7333333333333334,0.7777778108914694,0.6428571542104086,1.0,0.9134633204049556,0.671668007982129,77.77777777777779,0.75,0.4615384638309479,0.5,0.4285714328289032,0.5510330151591446,0.6639176796826118,53.84615384615385,0.875,0.0,0.0,0.0,0.6932131661905343,0.6927418647919319,71.42857142857143,0.59375,0.619047611951828,0.8333333432674408,0.5,0.6931954998908568,0.9532460482072341,10.0,0.0,0.0,0.0,0.0,0.7031777676448361,0.6938273585180533,37.5,0.4,0.5454545617103577,0.375,1.0,0.7566846094802998,0.6689845047444904,62.93103448275862,0.4134920634920635,0.0,0.0,0.0,0.7627292874229656
2,0.6929148616890466,0.693113313801669,57.14285714285714,0.4694444444444445,0.49242425461610156,0.5444444517294565,0.4583333432674408,0.5350485187533868,73.4375,0.8028645833333333,0.7031364496797323,0.760863097384572,0.7138392925262451,0.36224211341677076,0.5680737893835572,75.0,0.859375,0.36666667461395264,0.4166666716337204,0.375,0.24077927845657196,0.6131080739230206,72.22222222222221,0.7999999999999999,0.8675213853518168,0.7797619104385376,1.0,0.5396756379505268,0.7653387333633089,22.22222222222222,0.625,0.0,0.0,0.0,0.6172658504223879,0.6306429091826526,61.53846153846154,0.75,0.1666666567325592,0.5,0.10000000149011612,0.9519203045166661,0.6933685865192055,42.857142857142854,0.59375,0.5833333432674408,0.4166666716337204,1.0,0.6929667167793572,0.825781722882209,20.0,0.28125,0.3333333432674408,0.5,0.25,0.6697476629586367,0.700164157169249,62.5,0.2,0.0,0.0,0.0,0.6930178496851132,0.668492114782183,63.793103448275865,0.6080555555555555,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.657824627052604
3,0.6911250651510706,0.6934493588954872,40.476190476190474,0.4788690476190476,0.0,0.0,0.0,0.5091980678197676,72.65625,0.8325520833333333,0.6920319329947233,0.7989583387970924,0.6510416716337204,0.9974919066390057,0.5349345348535617,81.25,0.8145833333333333,0.6476190611720085,0.75,0.6458333358168602,0.13378331925203918,0.6430695134486509,72.22222222222221,0.5944444444444444,0.841269850730896,0.75,1.0,0.3186748800079405,0.8770406385485985,22.22222222222222,0.625,0.0,0.0,0.0,0.6556501238930771,0.6558982913351225,53.84615384615385,0.7333333333333334,0.0,0.0,0.0,0.7274821029007597,0.6937602790181623,42.857142857142854,0.16666666666666666,0.6000000089406967,0.4583333432674408,1.0,0.6924353459762662,0.7894087388345772,20.0,0.0,0.0,0.0,0.0,0.7711396303449712,0.6923905199182032,62.5,0.4,0.0,0.0,0.0,0.6972823443826662,0.6830822108728637,63.793103448275865,0.41845238095238096,0.0,0.0,0.0,0.5144821478082581
4,0.9236255944509593,0.6600913922173596,57.14285714285714,0.5847222222222223,0.7155067324638367,0.5625,1.0,0.5409189466997568,71.09375,0.7966145833333333,0.7029200159013271,0.6717262007296085,0.7562500052154064,1.106046524569038,0.5339417472983391,71.875,0.8163690476190476,0.6107142716646194,0.541666679084301,0.7916666716337204,0.535132887643482,0.738498477011385,66.66666666666666,0.6861111111111112,0.8333333532015482,0.738095243771871,1.0,0.2783244669117837,1.0122106450896535,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.620276130420407,0.5824442596212941,76.92307692307693,0.75,0.761904776096344,0.75,0.875,0.5473208851271368,0.69388883757217,42.857142857142854,0.17777777777777776,0.6060606241226196,0.4375,1.0,0.6966586044440181,0.9963423854328279,20.0,0.25,0.0,0.0,0.0,0.8516258739101661,0.6952268363637069,50.0,0.8,0.5999999642372131,0.4285714328289032,1.0,0.6925396990722771,0.7175811054784995,48.275862068965516,0.47329365079365077,0.4374074141184489,0.3844444503386815,0.522222226858139,0.6688068750022778
5,0.6928812053539846,0.6672314394391443,57.14285714285714,0.6555555555555556,0.7008547137180964,0.5625,1.0,0.5214688314260119,74.21875,0.87265625,0.7209550943225622,0.7479166686534882,0.7382440511137247,0.24071538647454568,0.47687859572381236,84.375,0.7552083333333334,0.5892857164144516,0.625,0.5625,1.94930007511872,0.6983967459013152,72.22222222222221,0.6611111111111111,0.5854701002438863,0.523809532324473,0.6666666666666666,0.5860041735442583,1.0409981412294562,22.22222222222222,0.3333333333333333,0.0,0.0,0.0,0.567353497577446,0.6111024489380881,69.23076923076923,0.75,0.444444477558136,0.5,0.4000000059604645,0.5530375244316078,0.6935956080893771,35.714285714285715,0.22916666666666666,0.533333346247673,0.42500001192092896,0.875,0.6930423883117761,1.0747182279333558,20.0,0.0,0.0,0.0,0.0,0.640777147452352,0.6923658151858126,62.5,0.6666666666666666,0.0,0.0,0.0,0.691347510439383,0.671749449857668,57.758620689655174,0.5494444444444444,0.36962963740030924,0.3944444457689921,0.4544444481531779,0.6464048329651955
6,0.6941080697476727,0.6933464554463283,45.23809523809524,0.6520833333333333,0.11428571740786235,0.3333333333333333,0.06944444527228673,0.8200391071677916,64.84375,0.8395833333333333,0.4148809611797333,0.78125,0.29583333525806665,0.5420497478828583,0.6749711475785338,68.75,0.7413690476190476,0.125,0.25,0.0833333358168602,0.2824765936966078,0.9000352963030858,61.111111111111114,0.8571428571428571,0.7023809552192688,0.9166666666666666,0.7142857164144516,0.48881999233095613,0.9244001572917843,22.22222222222222,0.75,0.0,0.0,0.0,0.4366096263697828,0.649166021337736,61.53846153846154,0.8,0.4000000059604645,0.5,0.3333333432674408,0.1582306892113695,0.6938622249142943,35.714285714285715,0.09375,0.4761904925107956,0.3500000014901161,0.75,0.692642181459664,0.9011008995867396,30.0,0.3125,0.0,0.0,0.0,0.6373597242637394,0.6871200478948074,62.5,0.4666666666666667,0.0,0.0,0.0,0.6939088292929075,0.7128797205754085,64.65517241379311,0.4681746031746032,0.0,0.0,0.0,0.9245632618849586
7,0.6076804288612343,0.6859721400898596,59.523809523809526,0.5951388888888889,0.7529581586519877,0.6408730198939642,0.9666666686534882,0.5976867187656145,74.21875,0.8338541666666666,0.6412382889539003,0.8729166686534882,0.5302083408460021,0.1209842302611825,0.4502888805199482,84.375,0.8125,0.720833346247673,0.8541666716337204,0.6875,1.167117822158296,0.7334045361112415,55.55555555555556,0.5111111111111111,0.4029303987820943,0.4166666666666667,0.3968254029750824,0.285647624002225,0.8969251465015246,22.22222222222222,0.6666666666666667,0.0,0.0,0.0,0.8090857797748233,0.5985287757358903,76.92307692307693,0.8333333333333333,0.761904776096344,0.75,0.875,1.6632179908704874,0.6937190907716896,42.857142857142854,0.13333333333333333,0.5274725407361984,0.3958333358168602,1.0,0.6934483908829252,0.8788741063287715,20.0,0.28125,0.0,0.0,0.0,0.7444800741636863,0.7109225502932937,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0,0.6837679361069547,0.6825064596516724,56.896551724137936,0.5546825396825398,0.3401587347189585,0.3911111126343409,0.3233333388964335,0.5981745126201277
8,0.692904050591006,0.67470676096761,54.761904761904766,0.7388888888888889,0.7306582430998484,0.625,0.9333333373069763,0.5191186346794971,73.4375,0.8158854166666666,0.6629870217293501,0.7270833365619183,0.6531250085681677,0.2135101917162371,0.4257013528836555,81.25,0.8895833333333334,0.7000000104308128,0.875,0.6041666716337204,0.13999830074956907,0.6548885489179717,55.55555555555556,0.6611111111111111,0.631313145160675,0.7222222288449606,0.600000003973643,0.15747636875477433,0.6879731729076858,44.44444444444444,0.7083333333333333,0.25,0.5,0.1666666716337204,0.6683608432143981,0.6038144880111553,76.92307692307693,0.8333333333333333,0.7857142984867096,0.7000000029802322,1.0,0.2165340867323031,0.694058373360099,42.857142857142854,0.17777777777777776,0.6060606241226196,0.4375,1.0,0.6938204748235487,0.9459152083656208,20.0,0.3125,0.0,0.0,0.0,0.734953454072717,0.7090017422354643,62.5,0.8,0.6666666865348816,0.5,1.0,0.6083263161743272,0.7209798957728679,52.58620689655172,0.5778174603174603,0.490370374917984,0.3976190527280172,0.7055555601914724,0.8535378329116805
