,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6932925323354349,0.68845127342086,64.65517241379311,0.48988095238095236,0.0,0.0,0.0,0.692410030736492,50.0,0.5958333333333333,0.0,0.0,0.0,0.6925019056904501,0.766964130893456,68.75,0.41309523809523807,0.0,0.0,0.0,0.23320804614125476,0.6941268768510667,38.88888888888889,0.4702380952380952,0.0,0.0,0.0,0.704805560075066,0.6926882838118965,77.77777777777779,0.5,0.9285714328289032,0.875,1.0,1.3090198703388245,0.6925322376968881,53.84615384615385,0.6333333333333333,0.0,0.0,0.0,0.698333785224694,0.689536340084224,57.14285714285714,0.6458333333333334,0.0,0.0,0.0,0.6934089804679225,0.6994353886893125,40.0,0.25,0.0,0.0,0.0,0.6888590403944953,0.7759217830486652,62.5,0.6,0.0,0.0,0.0,0.6920935787518546,0.6933603466054663,42.857142857142854,0.4392857142857143,0.0,0.0,0.0,0.6926486311135104
1,0.7507849677432941,0.6839742046115398,64.65517241379311,0.4876984126984127,0.0,0.0,0.0,0.6913893434398217,50.0,0.6886532738095238,0.0,0.0,0.0,0.6913180297971442,0.626436000616521,68.75,0.6180059523809524,0.0,0.0,0.0,0.6407878102740499,0.6682565267916026,61.111111111111114,0.4680555555555556,0.811965823173523,0.7083333333333334,1.0,0.692939089741994,0.6864054468506592,77.77777777777779,0.5,0.9285714328289032,0.875,1.0,0.6924996566457592,0.7110556081448711,53.84615384615385,0.41666666666666663,0.0,0.0,0.0,0.6826264205563711,0.6906156724867808,57.14285714285714,0.5888888888888889,0.0,0.0,0.0,0.6964892265564145,0.7058995838941307,40.0,0.0,0.0,0.0,0.0,0.6930754970267412,1.9413431722701355,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.5282055120045209,0.6934175851140386,45.23809523809524,0.45575396825396824,0.041666666666666664,0.16666666666666666,0.023809524873892467,0.6948644663644062
2,0.823161561321062,0.6650074463521044,64.65517241379311,0.48317460317460326,0.0,0.0,0.0,0.6890715103019318,50.0,0.6744791666666667,0.0,0.0,0.0,0.5272975144842879,1.2707529793310042,68.75,0.5458333333333333,0.0,0.0,0.0,0.05391996086785711,0.6919261950425771,61.111111111111114,0.6944444444444443,0.7301587462425232,0.5833333333333334,1.0,0.6942114565025531,0.6982503254024407,22.22222222222222,0.5,0.0,0.0,0.0,0.6916041327633756,0.6918209297958723,53.84615384615385,0.8,0.0,0.0,0.0,1.0176972974498801,0.6672219310252877,57.14285714285714,0.75,0.0,0.0,0.0,1.0543719770338011,0.727776203504178,40.0,0.0,0.0,0.0,0.0,0.6946735231002656,0.956329037394753,62.5,0.4,0.0,0.0,0.0,1.073408576407383,0.6933565510562206,45.23809523809524,0.36359126984126977,0.041666666666666664,0.16666666666666666,0.023809524873892467,0.6930034850712947
3,0.6361131859647917,0.6628913477463322,64.65517241379311,0.4734920634920635,0.0,0.0,0.0,0.694023169952058,50.0,0.6604166666666667,0.0,0.0,0.0,0.5624199749438777,0.5802977805860353,68.75,0.6654761904761904,0.0,0.0,0.0,0.6751582961654641,0.6950129172641522,38.88888888888889,0.6888888888888888,0.0,0.0,0.0,0.6928233335559832,0.7051612523320832,22.22222222222222,0.6785714285714286,0.0,0.0,0.0,1.733985305183148,0.6910503331650185,53.84615384615385,0.5,0.0,0.0,0.0,1.0728472290267856,0.6825114414410495,57.14285714285714,0.5,0.0,0.0,0.0,0.7033363597674726,0.7402692180224506,40.0,0.0,0.0,0.0,0.0,0.732023518316548,0.7013490628765081,62.5,0.4,0.0,0.0,0.0,4.490931354428164,0.7586461310616199,42.857142857142854,0.6,0.0,0.0,0.0,0.7165882198635367
4,0.6006987678193296,0.6647489257889994,64.65517241379311,0.44952380952380955,0.0,0.0,0.0,0.6483594063785381,57.8125,0.760453869047619,0.2260416653007269,0.5625,0.14538690634071827,0.6107952670519031,0.6733711104636702,68.75,0.511904761904762,0.0,0.0,0.0,0.6618079115428963,0.6975753142202424,38.88888888888889,0.4916666666666667,0.0,0.0,0.0,0.6876774887119703,0.6958685053184869,44.44444444444444,0.5,0.25,0.5,0.1666666716337204,0.7011188833847024,0.6913951446661607,53.84615384615385,0.3333333333333333,0.0,0.0,0.0,0.7025013122204599,0.6770576553284025,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6969595514608076,0.7322005212002505,30.0,0.25,0.0,0.0,0.0,0.6853818068194749,1.1350275166617032,50.0,0.4666666666666667,0.5999999642372131,0.4285714328289032,1.0,0.844337686187392,0.6984489882176953,42.857142857142854,0.3671626984126984,0.0,0.0,0.0,0.6775096123512733
5,0.745856802953323,0.6631101980640701,64.65517241379311,0.4807142857142857,0.0,0.0,0.0,0.6764584708415345,52.34375,0.7482142857142856,0.07708333246409893,0.1875,0.048958334140479565,0.614549661547551,0.6262732410309856,68.75,0.6833333333333333,0.0,0.0,0.0,0.4517432516972032,0.8027964579095916,38.88888888888889,0.4333333333333333,0.0,0.0,0.0,0.7105778135738277,0.7206505955196136,22.22222222222222,0.5416666666666667,0.0,0.0,0.0,1.167724171174349,0.6910537886692238,53.84615384615385,0.53125,0.0,0.0,0.0,0.6883366850330731,0.6865639936041253,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6906155725468934,0.7551029669827487,30.0,0.25,0.0,0.0,0.0,0.6965100946662864,0.6092606985200433,62.5,0.6,0.5714285373687744,0.5,0.6666666865348816,1.634045115623507,0.6931114005451027,52.38095238095239,0.4756944444444444,0.47592594226201373,0.5111111253499985,0.4833333392937978,0.6899829450916832
6,0.6952685993950404,0.6707430303502496,64.65517241379311,0.43932539682539684,0.0,0.0,0.0,0.6123622162916532,61.71875,0.7532366071428573,0.3152777850627899,0.5625,0.22619047947227955,0.6021720280352544,0.8034456572265701,71.875,0.7142857142857143,0.125,0.25,0.0833333358168602,0.08244922326450124,0.6967334606393303,44.44444444444444,0.2986111111111111,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.6899423836233383,0.7070753301277466,22.22222222222222,0.6071428571428572,0.0,0.0,0.0,0.6711848219916363,0.7218120248929675,61.53846153846154,0.6354166666666667,0.20000000298023224,0.5,0.125,0.6969576007715134,0.7399962221742822,57.14285714285714,0.6875,0.0,0.0,0.0,0.6387015803358926,0.7380732183996812,20.0,0.0,0.0,0.0,0.0,0.6671329567810956,1.0736509172089308,50.0,0.8,0.5999999642372131,0.4285714328289032,1.0,0.5660308549455649,0.7302823230991814,42.857142857142854,0.5381944444444445,0.0,0.0,0.0,0.5426019280018952
7,0.7310627541156033,0.6728358512139905,64.65517241379311,0.47571428571428565,0.0,0.0,0.0,0.6143628692867509,71.875,0.7919270833333333,0.6547799557447433,0.8197916690260172,0.5732142925262451,0.7138545671318776,0.5672602354613336,68.75,0.6092261904761905,0.0,0.0,0.0,0.03822923796733445,0.6479159655983283,44.44444444444444,0.638888888888889,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.8242922247210458,0.5554946827155436,44.44444444444444,0.6785714285714286,0.222222238779068,0.5,0.1428571492433548,1.147696379479562,0.8529896532288989,69.23076923076923,0.6875,0.800000011920929,0.75,0.875,0.6902047025678529,0.6454775159026693,64.28571428571429,0.6875,0.5357142686843872,0.5833333432674408,0.5,0.735127302634354,0.7581428225561929,10.0,0.0,0.0,0.0,0.0,0.7031721780704594,0.6710405793567691,50.0,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.3853853437225197,0.7122300631844092,45.23809523809524,0.5027777777777778,0.11111111442248027,0.16666666666666666,0.08333333333333333,0.6808151819105567
8,0.48520869865768923,0.6661859650101051,64.65517241379311,0.42845238095238086,0.0,0.0,0.0,0.6579840722584822,54.6875,0.77890625,0.1398809514939785,0.375,0.0895833345130086,1.0375142182092152,0.6287941771436466,68.75,0.7114583333333333,0.0,0.0,0.0,0.44218394611756995,0.6971674522570618,38.88888888888889,0.7555555555555555,0.0,0.0,0.0,0.6820602638159841,1.4190369013622817,22.22222222222222,0.4642857142857143,0.0,0.0,0.0,0.6427846245609199,0.6715587437446481,61.53846153846154,0.59375,0.20000000298023224,0.5,0.125,0.6663120859501874,0.7000671135467211,57.14285714285714,0.5208333333333334,0.0,0.0,0.0,0.6393313913406028,0.7049989684409882,30.0,0.6333333333333333,0.0,0.0,0.0,0.675332269008842,1.5442157918861377,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6445055042021165,0.7050596610060248,42.857142857142854,0.45625000000000004,0.0,0.0,0.0,0.6249893870467244
9,0.6463292745690769,0.6735193021783971,64.65517241379311,0.430952380952381,0.0,0.0,0.0,0.584301656234823,64.84375,0.7794642857142858,0.46250000409781933,0.8958333358168602,0.3375000050291419,0.9790629311966291,0.5679331937823733,71.875,0.7642857142857143,0.22500000149011612,0.5,0.1458333358168602,0.3713375449344659,0.6978749524096518,55.55555555555556,0.701388888888889,0.6111111144224802,0.8333333333333334,0.527777781089147,0.6920213044999688,0.7002723369548292,22.22222222222222,0.6666666666666667,0.0,0.0,0.0,0.7222258914930259,1.1220920195379733,61.53846153846154,0.2,0.25,0.5,0.1666666716337204,0.967121066904631,1.2550519710565171,57.14285714285714,0.6666666666666667,0.0,0.0,0.0,0.5828853557058151,1.0092632674154611,0.0,0.0,0.0,0.0,0.0,0.6886273965974529,0.7435708939777993,50.0,0.4666666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6540485755392476,0.7086343397803456,45.23809523809524,0.4488095238095238,0.16666666666666666,0.3888888905445735,0.11269841591517131,1.482252551716293
10,0.6290053773820611,0.6677434652804394,64.65517241379311,0.5047619047619049,0.0,0.0,0.0,0.7319195351570509,63.28125,0.7914434523809525,0.36334325931966305,0.5625,0.2949404800310731,0.3553438947163616,0.6418764844890261,68.75,0.6447916666666667,0.0833333358168602,0.125,0.0625,0.5131005972979944,0.8399817194698197,44.44444444444444,0.4444444444444445,0.20634920398394266,0.5,0.13333333532015482,0.2604267605254711,0.7035163740231676,33.33333333333333,0.625,0.1428571492433548,0.5,0.0833333358168602,0.6701933535113231,0.976276959482946,53.84615384615385,0.3958333333333333,0.3333333432674408,0.5,0.25,0.30938108852573515,0.6977920658211528,64.28571428571429,0.7,0.2857142984867096,0.5,0.20000000298023224,0.6242875073698445,1.0137787136516423,10.0,0.0,0.0,0.0,0.0,0.6226141065747433,0.7225226166298964,50.0,0.6,0.5,0.4000000059604645,0.6666666865348816,0.5090405580228405,0.7158204883898204,40.476190476190474,0.5686507936507935,0.17777778208255768,0.25,0.13888889054457346,0.6888552340150864
11,0.61277055822198,0.6716301911832642,64.65517241379311,0.4270238095238095,0.0,0.0,0.0,1.1309512365516061,64.0625,0.8263020833333334,0.433482151478529,0.71875,0.3239583382382989,0.0025067154971632776,0.7771435486697125,68.75,0.7270833333333333,0.1666666716337204,0.125,0.25,0.07127483231628921,0.6038946881412427,55.55555555555556,0.48888888888888893,0.4166666666666667,0.5555555621782938,0.3333333432674408,0.4487328320925789,0.908895611396201,44.44444444444444,0.75,0.6428571492433548,1.0,0.5833333358168602,0.7527994936188632,1.0785290302904824,69.23076923076923,0.7083333333333333,0.6666666865348816,0.5238095372915268,1.0,0.6780517884263467,0.6857730602689099,64.28571428571429,0.9,0.5750000029802322,0.625,0.800000011920929,0.5108783856765897,1.269553507032143,0.0,0.25,0.0,0.0,0.0,0.6948023150091419,0.6538885463990307,50.0,0.6,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0219498690716946,0.7155688693198913,42.857142857142854,0.5861111111111111,0.13095238308111826,0.25,0.08888889104127884,0.6488301288408964
12,1.8362394143264718,0.8862448484635297,64.65517241379311,0.4205952380952381,0.0,0.0,0.0,1.0705566732665754,70.3125,0.815327380952381,0.5724740643054247,0.7916666679084301,0.4702380979433656,0.49028811889710106,0.546698907860745,68.75,0.6979166666666666,0.2916666716337204,0.375,0.25,0.4293073073507375,0.6743618379804599,72.22222222222221,0.4930555555555555,0.7746031880378723,0.6388888955116272,1.0,0.6870203618518727,1.0914100036087708,22.22222222222222,0.6666666666666667,0.0,0.0,0.0,0.695780021919037,0.8208845650994554,61.53846153846154,0.45833333333333337,0.3333333432674408,0.5,0.25,0.9407590678303546,0.6916103665892209,64.28571428571429,0.7222222222222222,0.6500000059604645,0.7000000029802322,0.6666666865348816,0.623256078870958,0.9087300885358232,10.0,0.25,0.0,0.0,0.0,0.5969818407050518,0.5898250602723111,62.5,0.7333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.3904282808047794,1.1034995228956002,40.476190476190474,0.4680555555555555,0.0,0.0,0.0,0.6381783488756799
