,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8137536145685933,0.6803589420322597,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6667901378064566,63.63636363636363,0.5,0.7846153974533081,0.6458333432674408,1.0,0.6555599016865605,0.6893847287028243,45.45454545454545,0.7166666666666667,0.6727272868156433,0.5208333432674408,1.0,0.6839454400343987,0.6934446632220805,46.666666666666664,0.15625,0.0,0.0,0.0,0.7025320424305982,0.6933166716874866,50.0,0.375,0.0,0.0,0.0,0.6930048087882409,0.6931952845462053,37.5,0.4,0.5454545617103577,0.5,0.6000000238418579,0.701420399515058,0.6930147684782576,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.7807208029498511,0.7830500677407163,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.8028711462920584,0.6885101556094644,44.44444444444444,0.75,0.3333333432674408,0.25,0.5,0.6940119942939523,0.6932240322760258,52.63157894736842,0.375,0.0,0.0,0.0,0.690053395681454,0.4765151626267432,90.0,0.5357142857142857,0.9666666686534882,0.9375,1.0,0.7182916783897773,0.7227390185026823,40.0,0.16666666666666666,0.0,0.0,0.0,0.7680787105558462,0.6927811422957258,50.0,0.8125,0.0,0.0,0.0,0.8430658282844771
1,0.6929997194033806,0.69323660997106,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.7319990163769199,36.36363636363637,0.8666666666666667,0.0,0.0,0.0,0.9200512658601059,0.682712341515981,54.54545454545454,0.6166666666666667,0.0,0.0,0.0,0.6933086172804859,0.6936214520575316,46.666666666666664,0.08333333333333333,0.0,0.0,0.0,0.6939892541832954,0.6931754457938036,50.0,0.5,0.6666666865348816,0.5,1.0,0.6938222288766911,0.6698905445264294,62.5,0.6,0.7692307829856873,0.625,1.0,0.6360700572351455,0.6927156067357082,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6933891915707731,0.6444981950552952,71.42857142857143,0.8,0.0,0.0,0.0,0.8649174860333813,0.6931282182175378,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6940044829594681,0.6930405321591774,52.63157894736842,0.65,0.6712250908215841,0.5257936616738638,1.0,0.6672349144531656,0.7227949627929393,20.0,0.75,0.125,0.5,0.0714285746216774,0.6799839291569866,0.7915452777882707,40.0,0.59375,0.0,0.0,0.0,0.6785467445004397,0.6935453132102594,50.0,0.35,0.38461539149284363,0.3125,0.5,0.6922638814600487
2,0.6929827326873295,0.6931420116932666,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6532362094686076,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.4967737523665014,0.6932721353262298,36.36363636363637,0.34375,0.4583333432674408,0.375,0.625,0.6941761664600336,0.6934763960034377,46.666666666666664,0.07291666666666666,0.0,0.0,0.0,0.6930755843826514,0.6932432803365776,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6898365352976483,0.6934786089105052,12.5,0.26666666666666666,0.0,0.0,0.0,0.7238544052622728,0.6687158579437341,50.0,1.0,0.6666666865348816,0.5,1.0,0.6413926230168465,0.6699551108089095,71.42857142857143,0.9,0.5,0.5,0.5,0.7420505832160474,0.7152201595378798,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.8930878413627183,0.6820527288050604,52.63157894736842,0.5208333333333334,0.4126984079678853,0.3888888955116272,0.5,0.629367884158531,0.5440777451138175,90.0,0.75,0.9666666686534882,0.9375,1.0,0.7188837166931074,0.6928929697430863,40.0,1.0,0.0,0.0,0.0,0.6917845002451892,0.6713098075958878,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.7308721934781462
3,0.7329606785140085,0.773339751159576,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6529873805101299,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.6227497709683748,0.7180798012957935,54.54545454545454,0.15625,0.0,0.0,0.0,0.7934800194835476,0.7101417565438839,46.666666666666664,0.23333333333333334,0.0,0.0,0.0,0.6939576331225085,0.6932405538971997,50.0,0.3125,0.0,0.0,0.0,0.6930245527496385,0.6801911824142853,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6367292550458178,0.6932022787365498,50.0,0.3333333333333333,0.0,0.0,0.0,0.8748918710281868,0.5378064511966595,71.42857142857143,0.8,0.0,0.0,0.0,0.579852260641315,0.6868885905607797,55.55555555555556,0.625,0.3333333432674408,0.30000001192092896,0.375,0.6929926457286615,0.737914804223406,47.368421052631575,0.8916666666666666,0.670707086722056,0.5138888955116272,1.0,0.6895839713810655,0.48058424837336605,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,1.04321617526398,0.6365297644627443,60.0,0.9,0.7179487347602844,0.5625,1.0,0.7139763680414217,0.7054606077068336,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6683400884890721
4,0.6929410239153245,0.6933781127257647,28.57142857142857,0.25,0.0,0.0,0.0,0.6533777966771649,63.63636363636363,0.3,0.7846153974533081,0.6458333432674408,1.0,0.9839847672200036,0.7297700774860849,54.54545454545454,0.09375,0.0,0.0,0.0,0.6932320748548696,0.6925636212702668,53.333333333333336,0.7291666666666667,0.6969697177410126,0.5357142984867096,1.0,0.7021069054990541,0.6929707501615723,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6933458863879299,0.7002512487922886,62.5,0.0,0.7692307829856873,0.625,1.0,0.6259949321494017,0.6930301285179724,50.0,1.0,0.6666666865348816,0.5,1.0,0.6929523544573263,0.6265080580685272,71.42857142857143,0.9,0.6666666865348816,0.5,1.0,0.5740670285219978,0.6933552200381157,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.6872612100700323,0.8174291300420782,52.63157894736842,0.35000000000000003,0.0,0.0,0.0,0.5994163019327959,0.6552125279379495,60.0,0.25,0.8333333432674408,0.9000000059604645,0.7857142984867096,0.6788972417874675,0.693161339863959,40.0,1.0,0.0,0.0,0.0,0.6876288826268537,0.7206834059668785,50.0,0.45,0.7727272808551788,0.6875,1.0,0.5307046537631415
5,0.6690640267650463,0.7549291284847465,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6801933320469017,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.607508652357921,0.694060266816748,9.090909090909092,0.2833333333333333,0.111111119389534,0.125,0.10000000149011612,0.6937386852139993,0.6934730574804558,46.666666666666664,0.31666666666666665,0.6060606241226196,0.5625,0.800000011920929,0.6929522106282203,0.6932101251671532,37.5,0.5,0.5454545021057129,0.4285714328289032,0.75,0.6937541296435299,0.6870469240150661,62.5,0.4,0.7692307829856873,0.625,1.0,0.6149112815082629,0.6766681670901642,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.7561579364172216,0.47481835392752486,71.42857142857143,0.9,0.5,0.5,0.5,0.5128380149726013,0.6923530467323262,55.55555555555556,0.625,0.3333333432674408,0.30000001192092896,0.375,0.6221507038028191,0.661614064058082,57.89473684210527,0.5888888888888889,0.6585858762264252,0.539682537317276,0.8888888955116272,0.555027967162235,0.44841739500805494,90.0,0.75,0.9666666686534882,0.9375,1.0,0.7109309788134841,0.6341898209791106,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.7125014920038402,0.8467396975312541,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6406555533219339
6,0.9940850358997357,1.0278806473863855,57.14285714285714,0.0,0.0,0.0,0.0,0.6646671417418483,54.54545454545454,0.4642857142857143,0.38461536169052124,0.4166666567325592,0.3571428656578064,0.685147200368319,1.07208774201829,54.54545454545454,0.21875,0.0,0.0,0.0,0.3416477696846327,0.9388920225273776,46.666666666666664,0.23333333333333334,0.1428571492433548,0.25,0.10000000149011612,0.6765054068651185,0.6932122563714246,37.5,0.4375,0.2857142686843872,0.3333333432674408,0.25,0.6934767846359645,0.7299528937953903,62.5,0.4,0.7692307829856873,0.625,1.0,0.6889739126793701,0.6937643068387551,33.33333333333333,0.2222222222222222,0.0,0.0,0.0,0.6921243832762416,0.6527142731074332,71.42857142857143,0.9,0.0,0.0,0.0,0.3919816978165866,0.6902794887496798,55.55555555555556,0.5625,0.1666666716337204,0.25,0.125,0.7849835045259728,0.8967309051686718,52.63157894736842,0.7861111111111111,0.6888888875643412,0.5317460397879282,1.0,1.4638668094306189,0.5539879122070587,70.0,0.6785714285714286,0.761904776096344,0.9285714328289032,0.6785714328289032,0.610201826738275,0.6611424942735582,60.0,0.75,0.8333333432674408,0.75,1.0,0.9655315727621684,0.5257763429798719,80.0,0.90625,0.761904776096344,0.75,0.875,0.5250252624803935
7,1.130478982081529,0.8104455946869333,57.14285714285714,0.25,0.0,0.0,0.0,0.5946097656521003,63.63636363636363,0.9166666666666667,0.6785714328289032,0.5416666716337204,1.0,0.5193947743998651,0.9468605914369235,45.45454545454545,0.125,0.1666666716337204,0.25,0.125,0.7566851763933068,0.7915561419822387,46.666666666666664,0.2916666666666667,0.0,0.0,0.0,0.7521144030674684,0.693436418183356,50.0,0.5,0.0,0.0,0.0,0.694575481440798,0.945465545585853,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,1.2258459862987297,0.6940659088166896,33.33333333333333,0.0,0.0,0.0,0.0,0.6947060155068092,0.4410233421095455,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.14734972253860812,0.6674385528212107,55.55555555555556,0.6166666666666667,0.75,0.7000000029802322,0.8333333432674408,1.220709281626256,0.6660916006500932,57.89473684210527,0.5555555555555555,0.4333333373069763,0.777777781089147,0.3611111144224803,0.432637742514421,0.3474306993227693,90.0,0.75,0.9666666686534882,0.9375,1.0,0.5832706730972279,0.6865609925440472,80.0,0.6875,0.7777778208255768,0.9000000059604645,0.75,0.5624363364669415,0.5467959931351049,60.0,0.9375,0.533333346247673,0.75,0.625,0.38972976656964636
8,0.8224758654461228,0.8237813325320917,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6143014508002378,63.63636363636363,0.6666666666666667,0.6785714328289032,0.5416666716337204,1.0,0.5820373837244656,0.8251481967659835,27.27272727272727,0.3,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6010954861753445,0.7467483644691476,46.666666666666664,0.39583333333333337,0.6363636255264282,0.5000000149011612,0.875,0.5733989361802094,0.6933426685575739,50.0,0.5625,0.3333333432674408,0.5,0.25,0.6954278091115633,0.8382313196533328,50.0,0.3333333333333333,0.6666666865348816,0.5714285969734192,0.800000011920929,0.8985463138602888,0.6936851109681149,50.0,0.3333333333333333,0.5714285373687744,0.5,0.6666666865348816,0.6948230430465406,0.46134406521231863,71.42857142857143,0.9,0.0,0.0,0.0,0.5225131879522802,0.6853262060819046,55.55555555555556,0.59375,0.30000001192092896,0.25,0.375,0.8527866723875832,0.6214776483909091,63.1578947368421,0.8125,0.5460317432880402,0.7222222288449606,0.5833333333333334,1.093983109947332,0.6961099373903197,40.0,0.4642857142857143,0.3333333432674408,0.4000000059604645,0.2857142984867096,0.8610641522919031,0.6449743581040458,60.0,0.75,0.4285714328289032,0.375,0.5,0.5551157788804535,0.5471006738835579,70.0,0.96875,0.4000000059604645,0.3333333432674408,0.5,0.2259327648377918
