,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.692495924819371,0.09902207163947067,35.714285714285715,0.08703454719876923,60.629921259842526,0.688473988713482
1,0.6944294238001962,0.09897695149005437,57.14285714285714,0.08648712707885384,60.629921259842526,0.6873640196334618
2,1.8425273768079156,0.09759016659987549,57.14285714285714,0.08646536222732218,62.99212598425197,0.6947762931178071
3,0.6928791337123656,0.09894532787373042,57.14285714285714,0.08461062610985791,61.417322834645674,0.6297555075947858
4,0.6958738321184822,0.09899502724304665,42.857142857142854,0.08302581059754177,60.629921259842526,0.6296706379586611
5,0.6928195923318091,0.09883888272246037,50.0,0.10305352523110137,62.99212598425197,0.5709200057235879
6,0.6900954743715099,0.09885268779890712,57.14285714285714,0.08216147681162791,62.99212598425197,0.6332166487251175
7,0.6440469189725689,0.09101199704994352,50.0,0.08818492163477497,77.95275590551181,0.5419904038645706
8,0.5761946429945958,0.09131245885889501,57.14285714285714,0.07805827377624988,67.71653543307087,0.5660855669668363
9,0.49521845464352166,0.08328566575375221,71.42857142857143,0.07576205016296772,68.50393700787401,0.5031550547718975
10,0.763500331959761,0.0884530233113462,57.14285714285714,0.09859729544234959,63.77952755905512,0.809935936232298
11,0.6308153581415797,0.10213611856359885,57.14285714285714,0.08742501706716709,67.71653543307087,0.3703074602336871
12,0.5707589892294094,0.10637815594018314,64.28571428571429,0.08808582452807372,69.29133858267717,0.1616722407262044
13,0.4470021471315247,0.19030323435537527,50.0,0.06794880946244919,77.16535433070865,0.7325256321503938
14,0.45211931409773914,0.19244650851899997,50.0,0.08904481120488043,75.59055118110236,0.4067130000374432
15,0.18579593549122936,0.11587574073759156,50.0,0.0777799988792486,71.65354330708661,0.47525460585974205
16,0.5444342316549484,0.22172198343786073,50.0,0.07859809503512902,74.80314960629921,0.6855342921607892
17,0.3914408775929858,0.13597419935981117,50.0,0.07805924673471021,74.01574803149606,0.4784713117759606
18,0.2811857039751263,0.1355359036081758,50.0,0.11345074911390543,74.80314960629921,0.012365628411199397
19,0.06285853017220389,0.23104207542555247,50.0,0.07689859190155299,77.16535433070865,0.034280017809785915
20,0.02668610149911147,0.23034400508230288,50.0,0.1033446573543681,78.74015748031496,0.07396002874285741
21,0.4623112070505941,0.14857685450341146,42.857142857142854,0.13315999790958222,75.59055118110236,0.010054948162201607
22,0.18394187451005925,0.17887712586555762,50.0,0.16172294463140094,70.07874015748031,0.07697672479325365
23,0.08071374881828952,0.23471275806604583,50.0,0.14471612914679938,73.22834645669292,0.8228362452299945
24,0.2936575821601521,0.4927570898251532,50.0,0.16467186319736465,70.86614173228347,0.0193390816776595
25,0.17120960052104345,0.18796860504864554,42.857142857142854,0.10419526149878895,77.95275590551181,0.3175612269669789
26,0.07749390874002868,0.35503376124613567,50.0,0.11999642375043285,77.95275590551181,0.043551975877752294
27,0.18477544495379683,0.2842804912824022,57.14285714285714,0.1285407530046999,76.37795275590551,0.011521148778650788
28,0.0014393538221628196,0.3089759596039576,57.14285714285714,0.13657961700478213,76.37795275590551,0.05147037674051646
29,1.226923793240535,0.13756769182197112,50.0,0.16751499561193314,70.07874015748031,0.3066307761285711
30,0.0012641074422606589,0.3045106894667012,57.14285714285714,0.11985278559799135,79.52755905511812,0.040165780602271335
31,0.0003044279780892178,0.2914595462283528,57.14285714285714,0.19813425352032638,71.65354330708661,0.009086587235695918
32,0.00032845738425486213,0.21788893901950332,64.28571428571429,0.17505290503942317,74.80314960629921,0.000619645247091036
