,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6893416846433689,0.17323827231814448,50.0,0.0948189431257556,50.79365079365079,0.5016071864599145
1,0.6920982456328761,0.17327656034933828,50.0,0.15168739702022574,50.0,0.5993762471195301
2,0.6943665429258246,0.17328252788059703,50.0,0.09739871684458222,55.55555555555556,0.5448168434203969
3,0.6945983083698652,0.17326625794561262,75.0,0.08145832751452166,66.66666666666666,0.4569768689707132
4,0.6947859456846208,0.1732725925497322,50.0,0.07588961137985073,73.80952380952381,0.629870661427445
5,0.6922590244265548,0.17319540555416385,50.0,0.11042576177411809,65.07936507936508,0.10741377308161003
6,0.7004604820931114,0.1732168565980028,50.0,0.07984702972562426,71.42857142857143,0.444713285801575
7,0.6937875124598034,0.1732647504005574,50.0,0.06745480800313947,76.19047619047619,0.3505279711682072
8,0.6947179544334545,0.17329542182147217,50.0,0.07942336665413258,71.42857142857143,0.08159031918936592
9,0.6922784166832426,0.1732820182936563,50.0,0.07407515913363764,77.77777777777779,0.36515656241729205
10,0.6969777168725644,0.17326444826589776,50.0,0.1956125148273163,54.761904761904766,0.11880622729766187
11,0.699264563198112,0.17324062182259437,50.0,0.15098992858190008,69.04761904761905,0.8133694289605857
12,0.6924462515037032,0.17316841368085134,50.0,0.09791347767035714,75.39682539682539,0.44735987223622564
13,0.6958966483033181,0.17321809733611745,50.0,0.07101957886069549,76.19047619047619,0.2164226912875574
14,0.6930230586705948,0.17321982185721174,50.0,0.0827222952149528,77.77777777777779,0.02585839357572331
15,0.6230832805549322,0.22760062817719778,50.0,0.13002787043036604,50.79365079365079,0.22030205646345874
16,0.6922685358477414,0.17324399951131733,75.0,0.18612367125273985,67.46031746031747,0.03948707934554569
17,0.6933248772088807,0.17329716732156442,50.0,0.07597991995602062,76.98412698412699,0.25845203290477003
18,0.6932393725215176,0.17331686640069863,50.0,0.18369506782665915,69.84126984126983,0.0017525546592011684
19,0.6932905781018328,0.17327392298176458,50.0,0.14913413137642725,70.63492063492063,0.039628112260160775
20,0.6918139846271132,0.17326938829076952,50.0,0.12830240543220617,76.98412698412699,0.4105283465307624
21,0.6947173219685884,0.17325457640496666,50.0,0.26114747358808604,57.14285714285714,0.06993713563604323
22,0.6916850756519887,0.17329678529239673,75.0,0.1262818780740667,75.39682539682539,0.047090504091523606
23,0.6958664372752315,0.17336199818532633,25.0,0.16162754395980564,73.01587301587301,0.0062075978949059744
24,0.6883030688187971,0.17335914051589607,75.0,0.27108278040968425,67.46031746031747,0.0011365650959932825
25,0.6903006506367129,0.17322487272096465,50.0,0.16379101120523454,72.22222222222221,0.8854704465919121
26,0.7003669452776735,0.1733179720723534,75.0,0.23302136368366608,68.25396825396825,0.0017007884969689891
27,0.6888889334270699,0.1735226696477985,50.0,0.21829384768530707,69.84126984126983,0.0009339426094527967
28,0.691079917754817,0.17344494508742617,50.0,0.24553172381397909,68.25396825396825,2.4217937649981014e-05
29,0.6987138314882709,0.17345869826656454,50.0,0.16312848903294463,77.77777777777779,0.0004890062823096624
30,0.7027757794464037,0.17347433472023754,75.0,0.18323642763011005,78.57142857142857,0.006911741733606997
31,0.6867621026900064,0.17360224489151888,50.0,0.30370427456420246,68.25396825396825,0.00010970142314671169
32,0.6781516756097457,0.1735219851510849,25.0,0.33264125131796846,65.87301587301587,0.00034214506934302245
33,0.7041889753797503,0.17348857075051036,50.0,0.21935489909406547,76.98412698412699,2.6330391438909864e-05
34,0.4886560509160717,0.2628423159650513,75.0,0.19101571302667553,76.98412698412699,3.495621754963501e-05
35,0.6890267607205002,0.1735556656498096,25.0,0.1270024013986328,77.77777777777779,0.003944131122839612
36,0.7160208486719235,0.1725428832013125,50.0,0.21131314984600633,72.22222222222221,0.488056034292628
37,0.6918415452350497,0.17315798535738083,50.0,0.1481383462293604,75.39682539682539,0.014276270524083817
38,0.69178079813614,0.17336832941051925,50.0,0.27852293998765804,70.63492063492063,0.004238467678595198
39,0.6838127687546272,0.1735179423411554,50.0,0.23561208383285848,71.42857142857143,0.0019168090690618216
40,0.6721391430048141,0.17317046817730797,50.0,0.21765274087680522,72.22222222222221,0.0003160227605482373
41,0.8040572448842364,0.15624665173085317,50.0,0.20419277063371488,78.57142857142857,0.003951413004481999
42,0.6627851591198425,0.17180496869931564,75.0,0.23639042209492056,75.39682539682539,0.23069806776140542
43,0.448728678390288,0.2754565133372819,50.0,0.2132668921882284,74.60317460317461,7.340833888510441e-05
44,0.6608888089463927,0.17234541473998627,50.0,0.2419975554163569,71.42857142857143,0.0024673516115051594
45,0.8611362452173006,0.29090573157514277,75.0,0.24241132200719434,72.22222222222221,0.00020589469717818053
46,0.11481936743813255,0.14009144131463713,75.0,0.26625807497260445,70.63492063492063,1.0235821123663422e-05
47,0.3380919012017067,0.14273231020851218,50.0,0.26379990832544004,70.63492063492063,1.0800007934430138e-05
48,0.049221780990954686,0.1310917196001069,75.0,0.2617173618198686,72.22222222222221,0.0006274344547421441
49,0.35453960193893447,0.17071926156148198,50.0,0.45898571461661475,66.66666666666666,4.48464399286049e-05
50,0.18934085313773186,0.552637886479757,50.0,0.264692598007357,75.39682539682539,0.00012310324049464956
51,5.0550695381645294e-05,0.12986760768489025,50.0,0.19841031163857184,73.80952380952381,0.5388420155735593
52,0.4299155236921849,0.13280640568676116,75.0,0.28103681605873304,68.25396825396825,0.0019281042041906502
53,0.12890007952105068,0.2697213323287288,50.0,0.24028069145732722,74.60317460317461,3.462915350090596e-05
54,0.7033058743973405,0.2751077104175585,75.0,0.2772333369797207,69.84126984126983,0.0003843224131087832
55,0.35536853264353063,0.11878217899853366,50.0,0.3031765824325776,69.84126984126983,5.670715869222697e-05
56,0.0013027871776741425,0.10173253746328556,75.0,0.2323636247882441,75.39682539682539,0.003683728994386217
57,0.44462882429334455,0.12974860146774658,75.0,0.24529482822866622,70.63492063492063,2.0902928378996366
58,0.3454649489833833,0.10631764004107346,75.0,0.23274127257444782,73.01587301587301,0.00012011586334984685
59,0.0021103828022467227,0.07281911395344644,75.0,0.2800650523278663,69.04761904761905,0.0013522426301623503
60,2.075282064262078,0.48882625642910166,50.0,0.25666716770001674,74.60317460317461,2.340371051244505e-05
61,0.01224539468874264,0.14592092387032732,75.0,0.3828639401337101,69.04761904761905,3.2633164403172395e-05
62,1.370765022051156,0.26605267671355126,75.0,0.29791535427789895,71.42857142857143,3.4808665465724303e-05
63,3.876469248193584,0.42549466986015116,75.0,0.3171398207929313,71.42857142857143,0.0002642414753714756
64,0.003322700230622839,0.21926563844786184,75.0,0.27623839475320916,75.39682539682539,0.00895677623767984
65,0.005804250683485972,0.07760426812964173,75.0,0.375864103325087,66.66666666666666,0.09309569875596252
66,0.005017325714521844,0.1719173390501596,75.0,0.2828331686372295,74.60317460317461,2.660678562650997e-05
67,0.0002671242274786048,0.09893090016687059,75.0,0.5090240458289216,65.87301587301587,1.5427012674283643e-05
68,0.0001916747656349856,0.16153075488737198,75.0,0.35555396157164765,70.63492063492063,3.4485389145141356e-05
69,0.00045731669169192535,0.14380796704873652,75.0,0.2559646788349751,73.01587301587301,0.04618219252529084
70,0.00048546606553497284,0.48875758639330086,50.0,0.2604217768518594,74.60317460317461,0.001961504025047218
71,0.000819366867249715,0.029744698139418803,100.0,0.3611940970025882,70.63492063492063,2.897419791111841e-05
72,8.692916021912058e-05,0.3664689897568334,75.0,0.2894415162987011,75.39682539682539,0.00010615662472758842
73,0.00037206145934748326,0.2719670871769042,75.0,0.3303485624364189,71.42857142857143,1.4154660872304098e-05
74,1.9788671686344776e-05,0.2863712452701142,75.0,0.330013762001591,72.22222222222221,5.549222529104277e-06
