,ASD,ASD,ASD,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5604647077315832,0.08947665514761845,57.14285714285714,0.12953799506092625,55.00000000000001,0.5184092578730557
1,0.40576521742939886,0.08187248010843647,61.73469387755102,0.11686065013903213,40.0,0.598574630534519
2,0.41779980508402254,0.10196005955091543,56.12244897959183,0.14886214949233573,50.0,1.3700927907977305
3,0.2437124398786017,0.08837758833499992,63.775510204081634,0.22668615165187384,50.0,0.01467955280084621
4,0.23476940423729545,0.09297876603311875,65.81632653061224,0.14811125451377752,50.0,0.0032739333703074632
5,0.12199647380229428,0.094490622737184,64.79591836734694,0.2239521672224038,50.0,0.0046781683962692664
6,0.42428536772627945,0.12953623336818162,62.244897959183675,0.2533478362691458,55.00000000000001,0.00016236671840861742
7,0.12833009849534302,0.10462856963590353,66.83673469387756,0.23658993217681448,60.0,0.0006243230778891073
8,0.5215167349816581,0.12944740138842023,62.755102040816325,0.3242854483923464,60.0,0.005878316782711407
9,0.121444442792519,0.1663549629114153,62.755102040816325,0.3016973014349058,55.00000000000001,0.0017841463680464435
10,0.0035362047546944643,0.16059089393296153,63.775510204081634,0.28465383358185825,55.00000000000001,0.0006532967091420776
11,0.1405556351408411,0.19592464349320587,64.79591836734694,0.3416319408493254,55.00000000000001,0.00011600489346894684
12,0.0800688320750091,0.22814001401350087,65.3061224489796,0.35473019526430993,55.00000000000001,0.0005696409455071102
13,0.00015689096652400178,0.22321642496374047,62.244897959183675,0.33327478199046895,55.00000000000001,0.0025138116919526756
14,8.68548148377156e-05,0.32770938767448693,58.673469387755105,0.5127098738646098,55.00000000000001,0.0017662251126632778
15,0.00024592469731668363,0.2896571750868217,63.26530612244898,0.5747282799046532,55.00000000000001,0.0027730242431315594
16,0.0003889849224286063,0.2573741147672165,64.28571428571429,0.4538471297782201,55.00000000000001,7.571543279012115e-06
17,0.0007718687486730096,0.2680180228642981,61.73469387755102,0.46600675971034233,55.00000000000001,2.257367381945954e-05
18,0.00026836606354623476,0.2682839832487563,61.224489795918366,0.4746186363386,55.00000000000001,2.956117427581002e-05
