,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7608921413191923,0.6575956755276047,60.0,0.5625,0.8333333432674408,0.75,1.0,0.6922415723460805,63.63636363636363,0.65625,0.8333333432674408,0.75,1.0,0.6925932444433992,0.7364007611946196,50.0,0.4666666666666667,0.0,0.0,0.0,0.9606152398806364,0.69284889871824,50.0,0.5625,0.0,0.0,0.0,0.6933756475763991,0.6777452951153303,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6278770676643035,0.6931490728671911,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.7418008175481152,0.6527772042874,71.42857142857143,0.8,0.0,0.0,0.0,0.6966768666132721,0.6860848303434492,60.0,0.25,0.0,0.0,0.0,0.6951276689392364,0.6936430884737542,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.7615754902698101,0.6927630442850996,66.66666666666666,0.55,0.4166666865348816,0.3571428656578064,0.5,0.6938338352536497,0.7316592645560338,47.368421052631575,0.5333333333333333,0.6048951148986816,0.4444444477558136,1.0,1.0597566938614078,0.6917137047696166,50.0,0.65,0.7727272808551788,0.6875,1.0,0.7166865849638266,0.6935777587532173,40.0,0.59375,0.0,0.0,0.0,0.7103522042664366
1,0.6980408041854078,0.6785162605980861,70.0,0.8333333333333333,0.7500000298023224,0.6071428656578064,1.0,0.6629422437358946,63.63636363636363,0.875,0.6785714328289032,0.5416666716337204,1.0,0.7549950928121266,0.69334021330466,50.0,0.4375,0.0,0.0,0.0,0.6951613269727994,0.6928535146274402,50.0,0.5625,0.0,0.0,0.0,0.7061190063362475,0.6950581273928091,37.5,0.7333333333333333,0.0,0.0,0.0,0.6932634705377084,0.6932275086625449,50.0,0.0,0.6666666865348816,0.5,1.0,0.693609638819215,0.6336723784432726,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.6862173937921694,0.6854293645666597,60.0,0.5,0.0,0.0,0.0,0.6874188753804394,0.6792035205816497,57.14285714285714,0.5,0.0,0.0,0.0,0.9058668853093448,0.6917986353890775,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.69233946816939,0.6856358505615725,52.63157894736842,0.6666666666666666,0.0,0.0,0.0,0.5810974244263688,0.7081203401693194,50.0,0.2833333333333333,0.0,0.0,0.0,0.6847216523427938,0.6935912560440582,40.0,0.625,0.0,0.0,0.0,0.6931666047256376
2,0.6120591805758193,0.6367788323566682,70.0,0.71875,0.8636363744735718,0.7857142984867096,1.0,0.6702625489041322,63.63636363636363,0.6666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.7015462750515277,0.6932645662646468,50.0,0.5,0.375,0.5,0.3333333358168602,0.7429878681175086,0.7034638707500569,50.0,0.3125,0.0,0.0,0.0,0.6771975596890751,0.634875432239646,62.5,0.8,0.7692307829856873,0.625,1.0,0.5960649984123404,0.6931197935329153,33.33333333333333,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7957507268520512,0.5818009432667671,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.6999372762913233,0.6788982909248218,60.0,0.5,0.0,0.0,0.0,0.6603787363868421,0.6801640336338485,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6431409214488056,0.6578877281215313,66.66666666666666,0.625,0.8636363744735718,0.7857142984867096,1.0,0.6848482460682388,0.6672813994777343,57.89473684210527,0.7069444444444445,0.2777777810891469,0.5,0.1944444477558136,0.6784856188038785,0.7090793393676561,50.0,0.3833333333333333,0.0,0.0,0.0,0.8003614400777509,0.6930798380669532,40.0,0.4,0.1666666567325592,0.5,0.10000000149011612,0.6911491702460203
3,0.5298338368513074,0.6213186063603231,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6622816888196325,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.6597118390154154,0.7272122893566654,50.0,0.3666666666666667,0.0,0.0,0.0,0.7339166518417756,0.7389303946771492,50.0,0.25,0.0,0.0,0.0,0.6503315945779097,0.6571659904891439,62.5,0.6,0.7692307829856873,0.625,1.0,0.7741009377633193,0.6901212148204022,50.0,0.6666666666666666,0.0,0.0,0.0,0.6819132055058799,0.5075626089004494,71.42857142857143,1.0,0.0,0.0,0.0,1.0756521847763376,0.6839455228699777,60.0,0.7,0.0,0.0,0.0,0.6872264107178042,0.6800700882365945,57.14285714285714,0.8333333333333334,0.6666666865348816,0.5,1.0,0.742510973552909,0.7468671368230917,44.44444444444444,0.46875,0.0,0.0,0.0,0.5542877802550757,0.6943006051199719,52.63157894736842,0.6222222222222222,0.6333333551883698,0.6547619104385376,0.8333333333333334,0.655889955524949,0.6796796826866679,50.0,0.8125,0.6666666865348816,0.5,1.0,0.692624311176917,0.660216163198468,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.7524512094828605
4,0.5793417389181708,0.5943245018902499,70.0,1.0,0.8846153914928436,0.8125,1.0,0.657797157898991,63.63636363636363,0.3333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6581120927458332,0.6933141297714183,50.0,0.4,0.34285715222358704,0.5,0.2666666731238365,0.6913413406766702,0.7041735914346073,50.0,0.4375,0.0,0.0,0.0,0.7923984467918915,0.6397687915261044,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,1.0428030195595146,0.6931932088610112,50.0,0.4444444444444444,0.0,0.0,0.0,0.6840585143101932,0.4311162008451979,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.6746458450753452,0.6910610668018726,60.0,0.2,0.0,0.0,0.0,0.6450015092309341,0.693525315472666,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6315902089942058,0.6825571552547706,44.44444444444444,0.5625,0.722222238779068,0.7000000029802322,0.75,1.0282195806903847,0.6731853639427177,63.1578947368421,0.6694444444444444,0.7629629870255789,0.6952381034692129,0.8888888955116272,0.7510788038901451,0.7483326754860322,50.0,0.40625,0.6666666865348816,0.5,1.0,1.28588709990097,0.6532139179908553,60.0,0.8333333333333333,0.7179487347602844,0.5625,1.0,0.6749008533520733
5,0.9872083559120447,0.5396682361290772,70.0,0.5,0.7500000298023224,0.6071428656578064,1.0,0.6548642611952611,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.6463282334314732,0.6933394452779543,50.0,0.4375,0.0,0.0,0.0,0.6911094048876566,0.7163252172910971,50.0,0.5,0.0,0.0,0.0,0.6525170978664392,0.6283147059365275,62.5,0.8,0.7692307829856873,0.625,1.0,0.7312900750238066,0.6799454862333376,50.0,0.8888888888888888,0.0,0.0,0.0,0.622960227424004,0.4837378322267772,71.42857142857143,0.9,0.0,0.0,0.0,0.658303686124557,0.7073930602975735,60.0,0.16666666666666666,0.0,0.0,0.0,0.7068183030512024,0.6400829915764902,71.42857142857143,1.0,0.75,0.6000000238418579,1.0,0.6949784210179571,0.7083473342726692,44.44444444444444,0.46875,0.5,0.5,0.5,0.4648215253163007,0.6972785681833242,63.1578947368421,0.7222222222222222,0.6452991366386414,0.5158730248610178,0.9444444378217062,0.6876626494515451,0.700741679788181,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.663459574104107,0.6921731130304221,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.8473023455057462
6,0.48214555491980304,0.530770717674806,90.0,0.75,0.8333333432674408,1.0,0.75,0.6964035090946011,63.63636363636363,0.46875,0.8333333432674408,0.75,1.0,0.5840560758778551,0.6932203468475154,50.0,0.43333333333333335,0.0,0.0,0.0,0.6947158030147514,0.6844888906304138,50.0,0.625,0.0,0.0,0.0,0.598668406666104,0.550260833334141,75.0,0.9333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.7323900130444037,0.8195978516663153,50.0,0.6666666666666666,0.0,0.0,0.0,0.6351809431668659,0.6117522848361866,57.14285714285714,1.0,0.5714285969734192,0.4000000059604645,1.0,0.8877529079036366,0.7449500927928875,60.0,0.3125,0.0,0.0,0.0,0.4601146889324204,0.6864357334861566,57.14285714285714,0.5,0.0,0.0,0.0,0.6060024477950974,0.706225149212561,55.55555555555556,0.59375,0.2857142686843872,0.3333333432674408,0.25,0.822117382544342,0.8046183934652684,52.63157894736842,0.7083333333333334,0.0,0.0,0.0,0.422208247187497,0.7880650202793059,50.0,0.8125,0.6666666865348816,0.5,1.0,0.570407709210708,0.5852820197909774,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6215276996799082
7,0.52004607494119,0.43792822496387196,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.7481820766319417,63.63636363636363,0.3333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.713994609764701,0.693172253361143,43.75,0.53125,0.48571427166461945,0.5000000149011612,0.5,0.6928765463940623,0.8198930847388091,50.0,0.5,0.0,0.0,0.0,0.6804696514116236,0.7045287793127362,62.5,0.8,0.7692307829856873,0.625,1.0,0.35291022400244654,0.6923905617285405,50.0,0.5555555555555556,0.0,0.0,0.0,0.8960151593641958,0.5573675440882938,71.42857142857143,0.9,0.0,0.0,0.0,0.6279718159687677,0.8344854690183439,60.0,0.4375,0.0,0.0,0.0,0.4658006422882121,0.7533635558921626,57.14285714285714,0.25,0.0,0.0,0.0,0.6183275144195635,0.9970596003528814,44.44444444444444,0.4375,0.0,0.0,0.0,1.0104312455509445,0.6928138006787979,57.89473684210527,0.7777777777777778,0.5674603283405304,0.5333333412806193,0.7333333343267441,0.36819387176304047,0.6923433184825889,50.0,0.75,0.6666666865348816,0.5,1.0,0.699961086989625,0.7562650184144102,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.5373962193032172
8,1.132843030248876,0.41581716845732186,90.0,0.75,0.944444477558136,0.9000000059604645,1.0,0.7233281071799306,63.63636363636363,0.35,0.7846153974533081,0.6458333432674408,1.0,0.7326140253475276,0.6929887739794278,50.0,0.6,0.0,0.0,0.0,0.6967852413791873,0.8168151839180589,50.0,0.5,0.0,0.0,0.0,0.5554313361019884,0.529438560311367,62.5,1.0,0.7692307829856873,0.625,1.0,0.39659871706877553,0.6610016412010958,50.0,0.8888888888888888,0.0,0.0,0.0,0.28414187665321855,0.42777403445571716,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.2823215539197156,0.8521418128688151,50.0,0.4375,0.0,0.0,0.0,0.6027780772662353,0.6915646239648348,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6617370700437316,0.7099961247027864,66.66666666666666,0.53125,0.7857142686843872,0.8333333432674408,0.75,0.5850246276790749,0.7106547785019186,52.63157894736842,0.6013888888888889,0.26666667064030963,0.5,0.1944444477558136,1.198912796582845,0.7566793759238,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6232282641188042,0.5640155938689061,80.0,0.6875,0.9000000059604645,0.8333333432674408,1.0,0.4509077428136529
