,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6481924271506357,0.6701091903135126,54.6875,0.7989583333333334,0.6656336802989244,0.5256696473807096,1.0,0.6928249543950601,52.910052910052904,0.5477430555555555,0.0,0.0,0.0,0.6908557812689233,0.6972946211901112,68.75,0.34226190476190477,0.0,0.0,0.0,0.35677218871229527,0.7042618023173328,38.88888888888889,0.5944444444444444,0.0,0.0,0.0,0.7312799116803759,0.7121292809003033,53.84615384615385,0.39166666666666666,0.0,0.0,0.0,0.7254253315503153,0.8224077605135968,42.857142857142854,0.46875,0.5833333432674408,0.4166666716337204,1.0,0.5958269386168297,0.6930927701579039,60.0,0.3333333333333333,0.7179487347602844,0.5625,1.0,0.7605528473226777,0.6932996021609132,37.5,0.5333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6640881497556056,0.6970956408947423,35.3448275862069,0.4632539682539683,0.5032685945431391,0.35,1.0,0.6942372903805827,0.6932864365810884,42.857142857142854,0.4847222222222222,0.0,0.0,0.0,0.6929249591452931
1,0.5029576669102888,0.6560916960804275,63.28125,0.7606770833333333,0.4181547649204731,0.8229166679084301,0.2958333380520344,0.6935178696367216,52.38095238095239,0.5313740079365079,0.0,0.0,0.0,0.6936895166850156,0.7127121377442213,71.875,0.5345238095238095,0.1666666716337204,0.25,0.125,0.46672225933652456,0.7702357048848971,44.44444444444444,0.4222222222222222,0.1111111044883728,0.3333333333333333,0.06666666766007741,1.084507809617318,0.7360813072473036,53.84615384615385,0.41666666666666663,0.0,0.0,0.0,0.8780383015465931,0.6945690707597935,57.14285714285714,0.6041666666666667,0.5714285671710968,0.533333346247673,0.75,0.7029636814760477,0.6244557367501626,60.0,0.8666666666666667,0.7179487347602844,0.5625,1.0,0.7729073329694957,0.6633628886451576,62.5,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.5936033126228142,0.6919847333363763,63.793103448275865,0.4293650793650794,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.6882210041341972,0.6919499074237653,57.14285714285714,0.6916666666666668,0.7123987277348837,0.5625,1.0,0.6910744479556595
2,0.26782883573291794,0.6943385320062406,63.28125,0.7736979166666665,0.44508928060531616,0.8333333358168602,0.33125000447034836,0.693036693882636,53.43915343915344,0.5595734126984125,0.020833333333333332,0.041666666666666664,0.013888889302810034,0.6914982247933539,0.7043947417510964,68.75,0.7174107142857143,0.10000000149011612,0.25,0.0625,0.6941109574521702,0.6972956691688537,55.55555555555556,0.5722222222222223,0.350000003973643,0.4444444477558136,0.28888889650503796,0.6182767838034269,0.6865905979426448,38.46153846153847,0.40625,0.0,0.0,0.0,0.7325332523224045,0.6853137729291936,50.0,0.5416666666666667,0.4523809403181076,0.4583333432674408,0.5,0.6908323421538892,0.666909248775579,60.0,0.5,0.8333333432674408,0.75,1.0,0.6984639165805723,0.7118568125409762,37.5,0.7333333333333333,0.5454545617103577,0.375,1.0,0.6325494329865277,0.691147961275741,64.65517241379311,0.4751190476190476,0.0,0.0,0.0,0.6926655515209361,0.6929973272850694,59.523809523809526,0.6305555555555555,0.7388888994852701,0.6468254079421362,0.8833333353201548,0.6931277045519997
3,0.3261991467875593,0.6705203093519394,64.84375,0.8031250000000002,0.4746527839452028,0.7291666679084301,0.3720238171517849,0.6925754989983653,55.026455026455025,0.5352926587301586,0.08472222213943799,0.16666666666666666,0.060416668032606445,0.6926582535813276,0.6101697115733175,71.875,0.44895833333333335,0.2261904627084732,0.4166666716337204,0.17500000074505806,0.24342287563647055,0.6311830765165711,61.111111111111114,0.7847222222222222,0.46666667858759564,0.5,0.4722222288449605,0.49748005623669794,0.6938643004987154,38.46153846153847,0.375,0.0,0.0,0.0,0.6931423432058867,0.741118773176188,57.14285714285714,0.0,0.38461539149284363,0.3125,0.5,0.7307452176861862,0.8007582840741325,60.0,0.375,0.8333333432674408,0.75,1.0,0.7777021121010019,0.958383341698958,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6901692385426004,0.6900680015255353,64.65517241379311,0.466468253968254,0.0,0.0,0.0,0.6984349063297481,0.6936365123526377,42.857142857142854,0.4313492063492063,0.0,0.0,0.0,0.6826931255527392
4,1.1035385219703635,0.7944657742891668,53.90625,0.7738095238095238,0.6341089587658644,0.5156250074505806,0.8827380985021591,0.6931344987195506,48.148148148148145,0.5483134920634921,0.6088266006360451,0.4782738151649634,0.9312500009934107,0.6935469791024221,0.7387016285301455,50.0,0.875,0.5527777820825577,0.3869047686457634,1.0,0.5717248507387495,0.6404935383392638,66.66666666666666,0.6444444444444445,0.8228438297907511,0.7440476218859354,1.0,0.3199826128779287,0.7523327520288869,53.84615384615385,0.44999999999999996,0.0,0.0,0.0,0.6829773683388843,0.833850548530591,35.714285714285715,0.3958333333333333,0.4583333432674408,0.38333334773778915,0.625,0.7173424101714471,0.8953274505121562,0.0,0.0,0.0,0.0,0.0,0.6618242105069002,0.7936405395659342,37.5,0.9333333333333333,0.5454545617103577,0.375,1.0,0.3748552829003155,0.6842643083817163,57.758620689655174,0.5353968253968254,0.36793651183446247,0.40873016119003297,0.3822222272555033,0.6917295260138743,0.6848904472346647,57.14285714285714,0.5465277777777778,0.7393162449200948,0.6547619054714838,0.9305555522441864,0.6843189209199585
5,0.36194644156913164,0.5681775146027078,72.65625,0.8838541666666666,0.6580898351967335,0.8291666693985462,0.5930059617385268,0.6927221361782875,52.910052910052904,0.5441964285714286,0.5277236774563789,0.4921627063304186,0.6292658764868975,0.6898082536867178,0.46592821719990496,75.0,0.96875,0.36666667461395264,0.625,0.375,0.46475805029831135,0.6518047445031131,55.55555555555556,0.4791666666666667,0.644444465637207,0.6166666746139526,0.75,0.2254972505038764,0.7297974066650906,53.84615384615385,0.41666666666666663,0.0,0.0,0.0,0.6492990762072198,0.7588545467037697,50.0,0.38888888888888884,0.5000000149011612,0.4166666716337204,0.6666666716337204,0.635187342104877,0.8735399705001574,60.0,0.3125,0.8333333432674408,0.75,1.0,0.674125606274191,0.6151142288585976,62.5,1.0,0.6666666865348816,0.5,1.0,0.7066622477389194,0.6727646972473184,64.65517241379311,0.511388888888889,0.0,0.0,0.0,0.5775311600742608,0.6884513340018016,54.761904761904766,0.6048611111111111,0.664069284995397,0.5527777820825577,0.8666666696468989,0.6257791555994786
6,0.37306146429747705,0.49756288898554357,75.78125,0.8355282738095238,0.715577831491828,0.7552083358168602,0.7061011977493763,0.692474750903886,52.38095238095239,0.571875,0.5205116731425127,0.4862103269745906,0.6180555609365305,0.6873020713531697,0.42042036762679236,78.125,0.8416666666666667,0.5208333432674408,0.5666666775941849,0.5416666716337204,0.9520630266257794,0.55328251067291,66.66666666666666,0.6666666666666666,0.7777777711550394,0.7444444398085276,0.8333333333333334,0.37730715516603275,0.719452334377491,53.84615384615385,0.3645833333333333,0.0,0.0,0.0,0.6648207698435921,0.7566460988554583,35.714285714285715,0.53125,0.5227272510528564,0.380952388048172,0.875,0.6046692560054442,0.8813995394900258,40.0,0.3125,0.7000000029802322,0.6666666716337204,0.75,0.8738961590800578,0.6395053065942571,62.5,1.0,0.6666666865348816,0.5,1.0,0.8012080462966041,0.6621135537588768,64.65517241379311,0.4636507936507936,0.0,0.0,0.0,0.5665585619134189,0.6823442449275762,54.761904761904766,0.5873015873015873,0.6400793840487798,0.545238104959329,0.8095238159100214,0.7156478500481146
7,0.3215154359404706,0.5129865336605226,75.78125,0.8565104166666667,0.7346230279654264,0.8958333358168602,0.6500000087544322,0.6893483276623786,52.38095238095239,0.6069692460317461,0.5127495291332403,0.5361111151675383,0.5854166733721892,0.6924809855497869,0.40708773308946145,84.375,0.8583333333333333,0.6833333447575569,0.875,0.5833333358168602,0.27379641160428364,0.5529208594550215,66.66666666666666,0.7000000000000001,0.5076923171679179,0.4857142964998881,0.5333333412806193,0.42047982708275494,0.6723685697098394,53.84615384615385,0.6,0.0,0.0,0.0,0.6313609035372848,0.7453103242679922,42.857142857142854,0.375,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.7035070569551152,0.875976259365169,40.0,0.34375,0.6060605943202972,0.7142857164144516,0.625,0.7549403660845888,0.6550344356833918,50.0,1.0,0.5999999642372131,0.4285714328289032,1.0,0.7562799738599125,0.6699013459879732,64.65517241379311,0.5151587301587301,0.0,0.0,0.0,0.6014079812415827,0.6924365040970762,57.14285714285714,0.5527777777777778,0.6033855179945627,0.5069444477558136,0.7583333353201548,0.6158829315588348
8,0.0805456247319767,0.5157573139004354,72.65625,0.7888020833333333,0.6677489280700684,0.6489583384245634,0.7187500055879354,0.6913849432516394,55.026455026455025,0.568874007936508,0.06676587214072545,0.1875,0.041369048257668815,0.6951186541250431,0.5025294335498138,71.875,0.8428571428571429,0.6022727340459824,0.5083333365619183,0.9166666716337204,1.1138677216994843,0.6925246147166465,66.66666666666666,0.5944444444444444,0.6555555661519369,1.0,0.5000000099341074,1.156230595965371,0.6257970156330508,53.84615384615385,0.9333333333333333,0.0,0.0,0.0,0.6346794601688895,1.1114313027367537,50.0,0.1111111111111111,0.0,0.0,0.0,0.5460655519373195,1.5875656720498106,60.0,0.0,0.7179487347602844,0.5625,1.0,0.6007770895835145,0.5875902833433377,62.5,1.0,0.0,0.0,0.0,1.083806951067197,0.653472334540461,64.65517241379311,0.6567063492063493,0.0,0.0,0.0,2.120612660753441,0.6938638713407127,45.23809523809524,0.4041666666666666,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.6942320469365735
