,SZ,SZ,SZ,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.354452180379914,0.1085120120752228,53.125,0.14869126075896683,39.6551724137931,0.4556884389980981
1,1.0175951331588213,0.08839114512134057,61.71875,0.108208163064777,50.0,0.9687395402133442
2,0.6228491660394134,0.10774832039327681,62.5,0.12652850973765406,59.48275862068966,1.108935001284196
3,0.30130754689084155,0.06622872899064582,75.0,0.10538778906913784,54.310344827586206,0.6123207477031017
4,0.1165328831337007,0.15509705680608682,57.8125,0.1589293882424612,64.65517241379311,1.7773540429918138
5,0.6720815595264318,0.1137829384873021,58.59375,0.11178238267617399,62.93103448275862,0.6245023416725272
6,0.3151645446403352,0.06775644006158209,71.875,0.10133586913389968,60.3448275862069,0.3723743304798025
7,0.39898683652512923,0.07986819167154999,73.4375,0.10632099346380683,62.06896551724138,1.000050275471584
8,0.1435775223750931,0.09594210934546887,61.71875,0.1241494014870761,64.65517241379311,0.17308896184122333
9,0.1321100411914993,0.06813672448778249,76.5625,0.12737104354032447,53.44827586206896,0.6117204241616383
10,0.16000576098469535,0.06766933394583922,78.125,0.12195523681282684,62.06896551724138,1.1095250609466434
11,0.6105291168821994,0.07623145317509485,70.3125,0.09546330755971821,62.93103448275862,1.1301437285214044
12,0.3247908415276053,0.1340106752007363,59.375,0.2108666547352476,43.96551724137931,0.23064051104894018
13,0.1551912901590885,0.12584674939452495,65.625,0.13827427220352237,62.93103448275862,0.9237506444611667
14,0.3642773597536686,0.5296929727128948,57.03125,0.19503984332529306,44.827586206896555,0.23921796239291707
15,0.01063014517856848,0.07671084508041039,72.65625,0.10877812352777239,62.06896551724138,0.11804554821779083
16,0.04028173841909076,0.07744931165000415,70.3125,0.13498710263980318,53.44827586206896,0.12446727424848932
17,0.14603478022935254,0.07734672346066068,72.65625,0.13727431890986508,54.310344827586206,0.4630332677839678
18,0.2503005902407099,0.0890768022365003,78.125,0.1495507652681456,63.793103448275865,0.2871521652362363
19,1.3135615097773006,0.10552224120765578,68.75,0.1882475502932402,55.172413793103445,0.6260437259213284
20,0.09788770012294216,0.08684028819724929,70.3125,0.1692426527508587,52.58620689655172,0.37865289568963645
21,0.3387482548366121,0.18922609362952109,67.1875,0.2065779481512045,62.06896551724138,1.3094549719725808
22,0.005817196859069919,0.2654536570897213,66.40625,0.24922802081515302,62.06896551724138,1.0456681212568175
23,0.12656198885335354,0.09795958842906753,72.65625,0.1495100886905174,63.793103448275865,0.9775279285538933
24,0.17164065722988067,0.16397085589144839,67.96875,0.17616119017705095,62.93103448275862,0.7143753346205728
25,0.058161633062326405,0.19828190513350433,63.28125,0.27707261564971764,60.3448275862069,2.0927213767538806
26,0.20142637803780106,0.15320551071448818,69.53125,0.19915680081922374,59.48275862068966,0.13959387176535587
